,Pass/Fail,v0,v10,v102,v103,v120,v122,v124,v129,v137,v163,v175,v180,v195,v200,v21,v281,v287,v298,v301,v307,v316,v319,v33,v333,v413,v460,v48,v485,v486,v488,v510,v511,v548,v557,v558,v56,v571,v577,v587,v59,v86,v90
0,0,0.2124061196105668,-0.33043478260869563,1.962264150943397,1.6388888888888893,0.5036693704132887,-1.0302521008403431,1.0714285714285832,0.09998943029278087,-0.5350877192982457,-0.4761904761904762,1.1977587343441003,0.5603985056039855,0.4313725490196073,-1.1545530492898914,0.18098958333333331,-0.40425531914893603,-0.06470940683043724,-0.543859649122807,-0.7677811550151978,0.1386430678466079,0.3514762000401688,-0.9328250662451762,1.5451518934665005,0.5526243220884266,0.4913768207371269,0.25046695426174703,0.1928329297820793,0.2683492711131601,1.1746633227415406,-0.8070865446340206,0.6093229149548244,0.0,0.22240872849349214,-1.0245705106526883,1.3530701754386,0.09210526315804468,-0.02372055239642521,0.2030702501187416,0.029451049740389392,-0.4359655425752646,-0.27826086956522245,-0.3045136484192165
1,0,0.9339638386648128,-1.3217391304347823,-1.088534107402032,1.5555555555555558,1.487060641174205,-1.1126050420168139,0.7142857142857306,0.04999471514639044,-0.4624060150375942,-0.1269841269841423,1.6473302570863553,-0.17683686176836896,-0.4836601307189541,-1.5355054302422728,0.14192708333333334,0.3191489361702131,0.3247453565008986,-0.09122807017543852,-0.13920972644376886,1.097345132743362,-0.14468768829082174,-0.9728665953853062,2.142530170620055,-0.05827741520360377,0.4195595183020005,0.9489441183704128,0.9379983857949976,1.0476173037111078,-0.2577874271310428,-0.4170461902929897,3.2652067789807986,0.0,0.010300232708961462,0.24732668244842784,-0.20394736842105268,0.18421052631594328,1.0232331437855402,-0.522928298099241,0.5463917525773195,-0.026852248048246853,-0.5507246376811659,-0.8602210729815719
2,0,-0.25724617524339743,-0.32173913043478264,-1.0116110304789552,1.166666666666667,1.3897257628428026,-0.6159663865546341,-1.3571428571428652,0.449952436317514,0.07268170426065161,-0.8253968253968252,0.5833882663150961,-0.6176836861768374,-1.5686274509803912,-0.609857978279031,0.0954861111111111,0.7021276595744683,2.9850209706411026,-0.8526315789473684,-0.7003039513677813,-0.8584070796460174,-0.3119501908013659,-0.6355508034648935,-0.18955472326258616,0.5865428807794829,-0.3229507507254911,0.100443357284819,0.4050201775625492,-0.11777915170368013,-0.30999854348066763,-0.9536609517795708,2.3007329422693346,0.0,-0.4089573875557888,89.03630199526549,4.135964912280714,-2.2499999999998246,-0.3031681559707544,-0.9382454945468558,0.010309278350515405,3.779256113609391,-0.06763285024155166,-1.2825707737986944
3,0,0.2269819193324021,-0.6608695652173913,1.0130624092888243,1.5555555555555558,0.3205870992661281,-0.6025210084033653,-0.4999999999999937,-0.4500581333897051,0.0651629072681703,0.4285714285714285,0.3974950560316417,-0.8617683686176841,-0.11764705882352945,0.4277360066833749,0.08159722222222222,0.5106382978723404,-0.11743559017375678,0.7964912280701755,1.4866261398176297,0.17404129793510284,-0.7525205864631453,0.8289402321292978,-0.004785684560965387,-1.1583785274381837,0.2327010696611571,0.3138132050012297,-0.31402744148507,0.5354844130021262,-0.5204313173206244,1.1111888771933118,3.4945794793463194,0.0,0.8717048792583735,1.463931349340548,0.11184210526315808,-0.15789473684195535,-0.2960194963444351,-0.5104716499233782,0.010309278350515405,-2.1423831168306915,0.9487922705314084,0.4140452977975129
4,0,-0.7297913769123799,0.4434782608695652,0.3875181422351234,1.3611111111111114,0.03862495171880971,-1.1126050420168139,0.7142857142857306,0.04999471514639044,0.017543859649122702,-0.8730158730158729,-0.1806196440342781,0.24906600249066024,-0.1960784313725491,0.7635756056808689,-0.9283854166666666,0.34042553191489383,0.26722588376273204,-0.8736842105263158,-0.6957446808510639,0.6489675516224184,-0.19457722434223776,0.5561185749926083,1.8277153558052424,0.8403345895762477,0.2327010696611571,1.1070505108246975,-0.3851977401129957,3.0635181742391766,-0.5204313173206244,1.0428699327317257,0.7499398873168291,1.1231230732547224,1.0948765879525328,0.7075904633074066,-0.5657894736842132,0.07894736842120409,0.6661251015434604,-0.007599451549015685,0.030927835051546386,4.411632206550785,-0.5681159420289944,-1.9874313010952078
5,0,0.20506258692628468,0.8782608695652175,0.3236574746008709,1.6388888888888893,1.7473928157589846,-1.0840336134453852,0.4285714285714358,-0.3500687030969242,0.057644110275689164,-0.6666666666666666,0.3032300593276207,-0.10709838107098382,-0.4836601307189541,-0.5279866332497912,-1.0950520833333333,0.5957446808510639,-0.22049131216297185,-0.6631578947368422,0.27477203647416426,0.6430678466076689,-0.7359710785298255,-0.9964204360559707,0.791094465251768,-0.34028862946962074,0.4195595183020005,-0.16474013413718133,1.0414689265536727,0.3169674343657165,0.6584626771645274,0.028270393403768176,3.8909772159956812,1.3508531513922024,-0.4856368977224964,-0.7235897869462291,-1.3135964912280755,0.18421052631594328,0.9887896019496338,-0.977425685787771,0.030927835051546386,0.1836383746558698,1.2309178743961389,0.8837427458562697
6,0,0.5233936022253125,0.026086956521739132,-0.1219158200290276,1.2222222222222223,0.08111239860949833,-1.3403361344537903,0.14285714285715373,0.9000105697072192,1.0426065162907272,0.6507936507936509,1.1041529334212263,-1.1905354919053557,-0.1960784313725491,-0.7652464494569758,0.22178819444444445,0.021276595744659687,2.980227681246255,0.4736842105263158,-0.8443768996960489,1.0914454277286132,-0.8240208877284594,0.7838470240032233,-0.0855181023720351,0.6615497747954769,-0.7258274803381419,-1.1447857328024564,-0.5414850686037135,-0.4993177524391374,-0.5204313173206244,-0.9536609517795708,1.1092597750142281,0.0,-0.13924388662113574,-1.025754142712208,0.21052631578947306,0.07894736842120409,0.26709991876523226,0.4065527346375477,0.4742268041237114,4.5465231747979615,-1.1072463768116023,0.6299296024940358
7,0,-0.4913490959666237,-0.6086956521739131,-0.03193033381712627,1.4722222222222223,0.16840478949401252,-1.3403361344537903,0.14285714285715373,0.9000105697072192,-0.013784461152882316,12.571428571428573,0.5932762030323006,-1.5491905354919062,-0.1960784313725491,-0.14870509607351726,2.3033854166666665,-0.2340425531914891,3.2786099460754947,14.12280701754386,-0.31185410334346514,0.8643067846607664,-1.1648122112874075,0.2656005454573632,1.775697045359965,-0.7371081900910007,-0.7258274803381419,0.7615774745252357,-0.2780790960451986,3.344677844295898,0.7197402199910529,0.05111825847642645,3.166473210501641,0.7135134754617555,-0.1087246785945878,0.34117179573892475,-0.1666666666666683,0.07894736842120409,0.31974004874086176,0.0844722055436564,-0.2474226804123713,4.199074784237424,-2.1159420289855206,-0.42337516021288457
8,0,0.04751043115438088,0.3913043478260869,0.4020319303338172,0.7777777777777779,-0.8366164542294349,-1.3403361344537903,0.14285714285715373,0.9000105697072192,1.1779448621553887,-0.6984126984126984,1.1041529334212263,-0.9464508094645084,-0.1960784313725491,-1.9431913116123645,0.2877604166666667,0.12765957446808546,2.78370281605752,-0.6631578947368422,-0.1756838905775075,1.0914454277286132,-0.6816629845350477,0.6875861962096911,-0.0855181023720351,-1.240463277874804,-0.7258274803381419,-0.2669648970041808,-0.4672316384180786,3.0203778104743417,0.4800079806470444,-0.6362520636683426,1.3474928253999,0.0,0.090413153778659,-0.26518599932363873,-0.3750000000000012,0.07894736842120409,0.4588139723801784,-1.1470511797969298,0.4432989690721648,4.4142641466781845,0.057971014492747525,0.6495442346853302
9,0,-1.0210848400556327,1.8434782608695648,0.9898403483309148,0.7222222222222224,-0.1058323677095412,-1.0840336134453852,0.4285714285714358,-0.3500687030969242,-0.5764411027568923,-0.6031746031746046,0.5833882663150961,-0.6575342465753431,-1.5686274509803912,0.12531328320802007,0.003472222222222222,0.5319148936170218,0.3810665068903535,-0.5508771929824562,-0.5507598784194531,-0.8584070796460174,-0.4992970475999199,-0.4823888553143351,-0.18955472326258616,-0.07776450041364094,-0.6476847373512219,0.3191108924974909,-0.30067796610169817,0.6318702458633222,-0.5204313173206244,0.9032737742044632,1.6525677197486162,0.0,1.3344523709609557,0.5713036861684143,4.135964912280714,-2.2499999999998246,-0.4861088545897633,-1.3012626918906325,-0.5154639175257734,3.4956524547282077,-0.7478260869565246,-1.94543336134379
